,3000_1m,3000_3m,3000_6m,3000_12m,4000_1m,4000_3m,4000_6m,4000_12m,5000_1m,5000_3m,5000_6m,5000_12m,6000_1m,6000_3m,6000_6m,6000_12m
64,1,2,4,6,0,0,4,7,0,1,4,7,0,2,5,7
65,0,0,3,7,0,0,3,7,0,1,4,7,0,1,7,7
66,0,1,2,7,0,1,4,7,0,1,4,7,0,1,7,7
67,0,1,2,7,0,0,6,7,0,0,6,7,0,1,7,7
68,2,1,4,6,0,0,6,7,0,1,4,7,0,1,6,7
69,1,1,5,6,0,0,4,7,0,1,4,7,0,2,6,7
70,1,2,4,7,0,0,3,7,0,1,4,7,0,1,6,7
71,1,1,3,7,0,1,4,7,0,1,6,7,0,0,4,7
72,4,2,4,6,0,1,4,7,0,2,7,7,0,4,6,7
73,1,2,4,7,0,1,3,7,0,1,6,7,0,3,6,7
74,0,4,4,7,0,0,4,7,0,1,3,7,0,1,6,7
75,0,0,4,7,0,0,3,7,0,2,4,7,0,1,6,7
76,0,1,4,7,0,0,4,7,0,1,6,7,0,2,6,7
77,0,1,4,7,0,0,4,7,0,1,6,7,0,1,6,7
78,0,1,3,7,0,2,5,7,0,1,6,7,0,2,6,7
79,0,0,4,7,0,1,4,7,0,2,6,7,0,2,7,7
80,0,1,3,7,0,0,3,7,0,1,6,7,0,3,7,7
81,0,1,4,7,0,1,6,7,0,2,6,7,0,3,6,7
82,0,1,3,7,0,0,6,7,0,1,6,7,0,1,6,7
83,0,1,4,7,0,2,4,7,0,1,6,7,0,1,7,7
84,2,4,4,7,0,1,7,7,0,2,7,7,0,3,7,7
85,2,4,5,7,0,1,6,7,0,2,6,7,0,2,6,7
86,2,4,4,7,0,1,7,7,0,2,6,7,0,2,7,7
87,0,1,2,7,0,2,7,7,0,1,4,7,0,2,6,7
88,0,1,4,7,0,1,4,7,0,1,6,7,0,2,7,7
89,0,1,6,7,0,1,7,7,0,1,4,7,0,4,6,7
90,0,1,6,7,0,2,4,7,0,1,6,7,0,2,6,7
91,0,1,3,7,0,0,6,7,0,1,6,7,0,2,7,7
92,0,1,3,7,0,0,6,7,0,2,7,7,0,3,7,7
93,0,1,4,7,0,1,6,7,0,2,6,7,0,1,6,7
94,0,1,6,7,0,1,6,7,0,2,7,7,0,1,7,7
95,0,1,3,7,0,0,6,7,0,2,6,7,0,1,6,7
96,0,1,3,7,0,1,4,7,0,1,7,7,0,0,6,7
97,1,2,4,7,0,2,2,7,0,2,4,7,0,1,6,7
98,0,1,4,6,0,0,7,7,0,1,6,7,0,1,6,7
99,2,4,6,7,0,0,4,7,0,2,7,7,0,1,4,7
100,0,1,4,7,0,0,7,7,0,1,6,7,0,0,6,7
101,0,0,5,7,0,0,7,7,0,0,7,7,0,0,4,7
102,2,4,6,7,0,1,4,7,0,0,4,7,0,1,6,7
103,0,0,4,7,0,0,4,7,0,1,7,7,0,0,6,7
104,0,1,4,7,0,0,6,7,0,1,7,7,0,2,7,7
105,0,1,6,7,0,1,4,7,0,1,7,7,0,0,6,7
106,1,4,6,7,0,0,6,7,0,0,6,7,0,2,7,7
107,1,4,6,6,0,1,7,7,0,1,7,7,0,2,7,7
108,2,4,6,7,0,1,7,7,0,2,7,7,0,2,6,7
109,2,4,6,7,0,1,6,7,0,1,6,7,0,1,6,7
110,1,4,6,7,0,0,6,7,0,1,7,7,0,2,7,7
111,0,2,6,7,0,0,7,7,0,2,7,7,0,0,7,7
112,1,2,4,7,0,1,6,7,0,1,7,7,0,2,7,7
113,2,2,6,7,0,1,7,7,0,2,7,7,0,1,6,7
114,2,4,6,6,0,4,7,7,0,4,7,7,0,4,7,7
115,2,4,6,7,0,2,7,7,0,2,6,7,0,5,7,7
116,2,4,6,7,0,2,7,7,0,2,7,7,0,4,7,7
117,2,4,6,7,0,2,7,7,0,2,7,7,0,2,7,7
118,0,2,7,7,0,0,7,7,0,4,7,7,0,2,7,7
119,0,2,4,7,0,1,7,7,0,2,7,7,0,3,7,7
120,0,2,6,7,0,2,6,7,0,4,7,7,1,4,7,7
121,2,4,6,7,0,4,6,7,1,2,7,7,0,2,6,7
122,2,5,6,7,0,2,7,7,0,4,7,7,0,2,7,7
123,2,4,6,7,0,4,7,7,0,2,7,7,0,2,6,7
124,0,2,7,7,0,3,7,7,0,1,7,7,0,5,7,7
125,0,1,6,7,0,1,7,7,0,2,7,7,0,2,7,7
126,0,5,7,7,1,5,6,7,0,5,7,7,1,5,6,7
127,0,2,6,7,0,2,6,7,0,4,6,7,2,4,7,7
128,2,5,6,7,0,4,7,7,0,7,7,7,0,4,6,7
129,2,4,6,6,0,1,7,7,1,2,7,7,0,5,7,7
130,2,4,6,7,0,1,7,7,0,5,7,7,0,6,7,7
131,2,4,6,7,0,4,7,7,0,4,7,7,0,4,7,7
132,4,4,6,7,1,6,7,7,4,6,7,7,4,5,7,7
133,2,5,7,7,0,2,7,7,1,6,7,7,2,6,7,7
134,2,5,6,7,0,3,7,7,1,5,7,7,0,4,7,7
135,2,4,6,7,0,4,7,7,2,5,7,7,0,4,7,7
136,2,5,6,7,0,6,7,7,0,4,6,7,1,6,7,7
137,0,4,6,7,0,6,7,7,0,5,7,7,2,5,7,7
138,2,5,7,7,2,6,7,7,5,5,7,7,5,6,7,7
139,0,4,6,7,0,5,7,7,1,5,7,7,2,6,7,7
140,4,6,6,7,0,4,7,7,2,6,7,7,0,7,7,7
141,2,5,6,7,0,5,7,7,0,4,7,7,0,5,7,7
142,2,5,6,7,0,5,7,7,0,6,7,7,1,6,7,7
143,2,4,6,7,0,6,7,7,0,4,7,7,0,5,7,7
144,5,5,6,7,2,5,7,7,5,6,7,7,5,6,7,7
145,2,5,6,7,0,5,7,7,2,6,7,7,4,5,7,7
146,2,5,6,7,2,5,7,7,1,6,7,7,2,6,7,7
147,2,6,6,7,0,6,7,7,2,4,7,7,2,7,7,7
148,4,6,6,7,0,6,7,7,0,6,7,7,1,6,7,7
149,2,5,6,7,0,5,7,7,0,5,7,7,0,7,7,7
150,6,5,7,7,4,5,7,7,5,6,7,7,5,7,7,7
151,4,5,6,7,2,6,7,7,4,6,7,7,5,5,7,7
152,4,5,6,7,2,6,7,7,4,5,7,7,5,6,7,7
153,4,5,6,7,0,6,7,7,1,6,7,7,2,6,7,7
154,2,6,6,7,0,5,7,7,1,4,7,7,4,6,7,7
155,2,5,6,7,0,4,7,7,0,4,7,7,0,5,7,7
156,6,5,7,7,5,5,7,7,5,6,7,7,6,7,7,7
157,4,6,7,7,4,5,6,7,5,6,7,7,5,6,7,7
158,4,5,6,7,1,5,7,7,3,6,7,7,5,7,7,7
159,2,5,7,7,2,5,7,7,2,5,7,7,5,7,7,7
160,2,4,7,7,2,6,7,7,2,6,7,7,2,6,7,7
161,2,5,7,7,0,4,7,7,0,6,7,7,2,7,7,7
162,2,5,7,7,5,5,7,7,5,6,7,7,6,7,7,7
163,2,5,7,7,5,7,7,7,5,6,7,7,5,7,7,7
164,0,5,7,7,5,5,7,7,4,6,7,7,5,7,7,7
165,2,6,7,7,4,7,7,7,5,5,7,7,5,7,7,7
166,0,5,7,7,2,5,7,7,2,6,7,7,1,6,7,7
167,0,6,7,7,0,6,7,7,2,6,7,7,5,5,7,7
168,5,6,7,7,5,6,7,7,6,6,7,7,6,6,7,7
169,4,5,7,7,4,5,7,7,4,6,7,7,6,5,7,7
170,2,5,7,7,4,6,7,7,5,6,7,7,5,6,7,7
171,2,6,7,7,4,5,7,7,4,6,7,7,4,6,7,7
172,1,6,7,7,1,6,7,7,1,6,7,7,4,6,7,7
173,0,6,7,7,0,5,7,7,3,5,7,7,4,6,7,7
174,5,5,7,7,4,5,7,7,6,7,7,7,5,6,7,7
175,5,5,6,7,5,6,7,7,5,6,7,7,4,6,7,7
176,0,6,6,7,5,5,7,7,4,6,7,7,5,7,7,7
177,1,5,7,7,5,6,7,7,3,6,7,7,6,7,7,7
178,0,6,7,7,2,6,7,7,4,7,7,7,4,7,7,7
179,0,4,7,7,2,7,7,7,1,6,7,7,4,5,7,7
180,6,6,7,7,5,7,7,7,6,7,7,7,6,5,7,7
181,5,6,7,7,4,5,7,7,5,6,7,7,5,5,7,7
182,4,5,6,7,4,5,7,7,3,6,7,7,5,7,7,7
183,4,6,7,7,2,5,7,7,5,5,7,7,4,6,7,7
184,1,5,6,7,1,6,7,7,2,5,7,7,4,7,7,7
185,0,5,6,7,1,6,7,7,0,6,7,7,5,6,7,7
186,5,5,7,7,5,6,7,7,6,7,7,7,6,6,7,7
187,5,6,7,7,5,6,7,7,5,6,7,7,6,6,7,7
188,0,5,7,7,2,6,7,7,5,7,7,7,5,5,7,7
189,2,6,6,7,4,5,7,7,5,6,7,7,5,7,7,7
190,2,5,7,7,4,5,7,7,4,7,7,7,6,6,7,7
191,2,5,7,7,1,5,7,7,4,6,7,7,2,7,7,7
192,4,7,7,7,5,5,7,7,6,7,7,7,6,7,7,7
193,4,6,7,7,5,5,7,7,5,6,7,7,6,6,7,7
194,4,6,7,7,5,5,7,7,4,7,7,7,6,7,7,7
195,4,4,7,7,2,6,7,7,4,7,7,7,6,7,7,7
196,2,6,7,7,2,5,7,7,4,6,7,7,5,6,7,7
197,0,5,7,7,4,5,7,7,4,6,7,7,5,6,7,7
198,5,6,7,7,5,5,7,7,5,7,7,7,6,7,7,7
199,5,6,7,7,5,6,7,7,6,6,7,7,6,6,7,7
200,4,7,7,7,5,6,7,7,5,5,7,7,5,7,7,7
201,5,5,7,7,4,5,7,7,5,6,7,7,5,7,7,7
202,1,4,7,7,4,7,7,7,4,6,7,7,5,6,7,7
203,2,5,6,7,2,7,7,7,5,6,7,7,5,6,7,7
204,6,6,7,7,5,6,7,7,5,6,7,7,5,6,7,7
205,5,5,7,7,5,7,7,7,5,7,7,7,5,7,7,7
206,2,6,7,7,5,5,7,7,5,6,7,7,5,6,7,7
207,4,6,7,7,4,6,7,7,4,6,7,7,5,7,7,7
208,2,6,7,7,3,5,7,7,4,7,7,7,2,7,7,7
209,4,6,7,7,4,6,7,7,4,7,7,7,4,7,7,7
210,4,7,7,7,6,5,7,7,4,6,7,7,7,7,7,7
211,4,5,6,7,2,6,6,7,6,6,7,7,6,7,7,7
212,2,5,7,7,5,6,7,7,2,5,7,7,5,7,7,7
213,2,6,7,7,2,6,7,7,1,7,7,7,5,7,7,7
214,2,5,7,7,1,6,7,7,2,4,7,7,4,7,7,7
215,0,4,7,7,0,6,7,7,2,7,7,7,4,6,7,7
216,2,5,7,7,4,6,7,7,5,6,7,7,6,6,7,7
217,1,5,7,7,2,4,6,7,5,6,7,7,5,6,7,7
218,2,6,7,7,2,6,7,7,4,6,7,7,5,6,7,7
219,0,2,6,7,2,5,7,7,2,6,7,7,4,6,7,7
220,1,5,6,7,2,5,7,7,4,5,7,7,5,5,7,7
221,1,4,7,7,2,6,7,7,4,5,7,7,2,7,7,7
222,5,5,6,7,5,5,7,7,5,5,7,7,5,5,7,7
223,4,6,7,7,2,5,7,7,4,5,7,7,5,7,7,7
224,1,5,6,7,2,5,7,7,4,6,7,7,5,5,7,7
225,4,4,7,7,1,5,7,7,2,5,7,7,4,6,7,7
226,1,5,7,7,1,5,7,7,4,5,7,7,4,5,7,7
227,1,5,6,7,2,6,7,7,1,5,7,7,2,7,7,7
228,2,5,7,7,5,5,7,7,4,6,7,7,6,6,7,7
229,2,5,6,7,2,5,7,7,1,5,7,7,4,5,7,7
230,2,5,7,7,1,5,7,7,4,5,7,7,4,7,7,7
231,1,2,6,7,1,4,7,7,0,6,7,7,4,6,7,7
232,2,6,7,7,1,6,7,7,2,6,7,7,1,4,7,7
233,0,3,7,7,1,5,7,7,0,4,7,7,2,6,7,7
234,4,5,7,7,5,6,7,7,5,6,7,7,5,7,7,7
235,0,5,7,7,2,6,7,7,5,5,7,7,5,6,7,7
236,2,6,7,7,2,5,7,7,4,6,7,7,4,7,7,7
237,0,4,7,7,1,2,7,7,0,7,7,7,2,7,7,7
238,2,4,7,7,1,7,7,7,2,7,7,7,2,6,7,7
239,1,4,7,7,1,4,7,7,0,4,7,7,1,6,7,7
240,5,6,7,7,5,6,7,7,5,7,7,7,5,7,7,7
241,0,4,7,7,2,6,7,7,2,7,7,7,4,5,7,7
242,2,6,7,7,1,6,7,7,2,7,7,7,5,7,7,7
243,0,4,7,7,1,6,7,7,2,7,7,7,5,6,7,7
244,2,5,7,7,1,6,7,7,2,6,7,7,1,7,7,7
245,0,6,7,7,1,6,7,7,0,6,7,7,2,6,7,7
246,5,6,7,7,5,7,7,7,6,6,7,7,6,7,7,7
247,1,7,7,7,4,6,7,7,4,6,7,7,6,7,7,7
248,5,7,7,7,0,6,7,7,5,7,7,7,5,6,7,7
249,0,5,7,7,4,7,7,7,2,7,7,7,4,7,7,7
250,1,7,7,7,2,6,7,7,4,6,7,7,5,7,7,7
251,0,4,7,7,1,7,7,7,1,6,7,7,2,6,7,7
252,2,6,7,7,4,5,7,7,4,6,7,7,5,6,7,7
253,3,6,7,7,4,6,7,7,1,7,7,7,4,6,7,7
254,1,6,7,7,2,6,7,7,2,6,7,7,4,6,7,7
255,0,5,7,7,2,6,7,7,1,6,7,7,2,6,7,7
256,2,5,7,7,1,4,7,7,2,6,7,7,2,6,7,7
257,1,6,7,7,1,6,7,7,2,7,7,7,4,6,7,7
258,5,6,6,7,4,5,7,7,5,5,7,7,6,7,7,7
259,1,5,7,7,4,5,7,7,2,6,7,7,4,6,7,7
260,2,6,7,7,2,4,7,7,2,6,7,7,4,6,7,7
261,0,5,7,7,0,6,7,7,2,6,7,7,4,6,7,7
262,4,5,6,7,2,6,7,7,2,6,7,7,2,6,7,7
263,4,6,6,7,4,5,7,7,2,6,7,7,1,6,7,7
264,4,5,6,7,5,7,7,7,4,5,6,7,5,5,7,7
265,4,6,7,7,4,6,7,7,4,6,7,7,4,7,7,7
266,4,6,6,7,4,5,7,7,4,7,7,7,5,6,7,7
267,4,6,7,7,4,7,7,7,4,6,7,7,1,6,7,7
268,0,5,7,7,2,6,7,7,2,7,7,7,2,7,7,7
269,2,4,7,7,2,4,7,7,2,6,7,7,2,6,7,7
270,4,6,7,7,4,6,7,7,6,6,6,7,5,6,7,7
271,1,5,7,7,4,6,7,7,4,6,7,7,5,7,7,7
272,2,6,7,7,2,6,7,7,0,7,7,7,6,7,7,7
273,2,5,7,7,2,6,7,7,2,6,7,7,4,7,7,7
274,0,6,7,7,2,7,7,7,2,5,7,7,1,7,7,7
275,4,6,7,7,1,6,7,7,2,7,7,7,2,7,7,7
276,4,6,7,7,4,7,7,7,5,6,7,7,6,7,7,7
277,4,5,6,7,4,6,7,7,4,7,7,7,4,7,7,7
278,1,6,7,7,2,5,7,7,2,6,7,7,4,7,7,7
279,2,6,7,7,1,7,7,7,2,6,7,7,4,7,7,7
280,2,6,7,7,2,6,7,7,0,7,7,7,4,7,7,7
281,1,4,7,7,1,7,7,7,1,7,7,7,2,7,7,7
282,4,5,7,7,5,6,7,7,4,7,7,7,5,6,7,7
283,5,7,7,7,4,7,7,7,4,6,7,7,5,7,7,7
284,1,5,7,7,1,6,7,7,0,6,7,7,4,5,7,7
285,1,6,7,7,1,6,7,7,1,6,7,7,2,7,7,7
286,0,6,7,7,1,6,7,7,0,7,7,7,2,5,7,7
287,0,7,7,7,2,7,7,7,2,7,7,7,1,7,7,7
288,2,5,7,7,5,5,7,7,5,6,7,7,5,5,6,7
289,2,6,6,7,4,6,7,7,4,6,7,7,4,6,7,7
290,1,6,7,7,1,6,7,7,0,7,7,7,5,5,7,7
291,2,5,6,7,2,6,7,7,4,7,7,7,5,7,7,7
292,0,7,7,7,1,6,7,7,1,7,7,7,2,7,7,7
293,1,5,7,7,2,6,7,7,0,6,7,7,2,7,7,7
294,4,6,7,7,2,6,7,7,5,7,7,7,5,5,7,7
295,1,6,7,7,1,6,7,7,4,6,7,7,5,6,7,7
296,2,6,7,7,0,5,7,7,1,7,7,7,5,5,7,7
297,1,4,7,7,4,6,7,7,4,6,7,7,2,7,7,7
298,0,6,7,7,0,5,7,7,0,7,7,7,1,7,7,7
299,1,5,7,7,0,6,7,7,1,6,7,7,2,7,7,7
300,2,6,7,7,4,5,6,7,5,7,7,7,4,6,6,7
301,4,4,6,7,4,7,7,7,2,6,7,7,5,7,7,7
302,2,6,6,7,2,6,7,7,1,7,7,7,2,7,7,7
303,4,5,6,7,2,7,7,7,2,5,7,7,2,7,7,7
304,2,6,6,6,2,6,7,7,0,7,7,7,2,7,7,7
305,2,5,7,7,0,6,7,7,1,7,7,7,2,6,7,7
306,4,6,7,7,2,7,7,7,4,7,7,7,4,7,7,7
307,4,5,6,6,2,6,7,7,3,6,7,7,4,6,7,7
308,0,7,7,7,1,7,7,7,0,7,7,7,4,7,7,7
309,1,6,7,7,1,6,7,7,0,6,7,7,1,6,7,7
310,0,7,7,7,0,7,7,7,1,7,7,7,1,7,7,7
311,2,6,7,7,0,6,7,7,0,7,7,7,0,7,7,7
312,4,6,7,7,2,5,7,7,1,7,7,7,5,7,7,7
313,2,5,6,7,2,5,6,7,2,7,7,7,4,6,6,7
314,0,7,7,7,0,7,7,7,1,7,7,7,4,7,7,7
315,0,7,7,7,0,7,7,7,2,7,7,7,1,7,7,7
316,0,7,7,7,1,7,7,7,0,7,7,7,0,7,7,7
317,0,7,7,7,0,7,7,7,0,7,7,7,1,7,7,7
318,0,7,7,7,1,7,7,7,4,7,7,7,5,7,7,7
319,0,5,7,7,0,6,7,7,0,7,7,7,2,7,7,7
320,0,7,7,7,0,7,7,7,0,7,7,7,2,7,7,7
321,2,6,6,7,0,6,7,7,0,7,7,7,3,7,7,7
322,2,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
323,2,6,6,7,0,6,7,7,0,7,7,7,0,7,7,7
324,0,5,7,7,2,6,7,7,1,7,7,7,2,7,7,7
325,0,6,7,7,2,6,7,7,1,7,7,7,2,7,7,7
326,0,6,7,7,0,7,7,7,2,7,7,7,4,7,7,7
327,2,6,7,7,1,7,7,7,0,7,7,7,1,7,7,7
328,2,6,6,7,2,7,7,7,0,7,7,7,1,7,7,7
329,2,6,6,6,0,7,7,7,0,7,7,7,0,7,7,7
330,1,7,7,7,4,7,7,7,2,7,7,7,4,7,7,7
331,1,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7
332,0,7,7,7,2,7,7,7,4,7,7,7,1,7,7,7
333,0,7,7,7,1,7,7,7,1,7,7,7,0,7,7,7
334,2,4,6,7,0,7,7,7,0,7,7,7,0,7,7,7
335,2,4,7,7,0,7,7,7,1,7,7,7,0,7,7,7
336,2,4,6,7,4,7,7,7,1,7,7,7,2,7,7,7
337,0,6,7,7,1,7,7,7,1,7,7,7,0,7,7,7
338,0,6,7,7,0,7,7,7,0,7,7,7,1,7,7,7
339,0,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7
340,0,7,7,7,0,6,7,7,0,7,7,7,1,7,7,7
341,0,7,7,7,0,6,7,7,0,7,7,7,0,7,7,7
342,0,6,7,7,2,6,7,7,2,7,7,7,3,7,7,7
343,1,6,7,7,1,6,7,7,2,7,7,7,0,7,7,7
344,0,7,7,7,1,7,7,7,0,7,7,7,2,7,7,7
345,0,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
346,0,4,7,7,0,7,7,7,0,7,7,7,0,7,7,7
347,0,7,7,7,0,6,7,7,0,7,7,7,0,7,7,7
348,0,6,7,7,0,7,7,7,0,7,7,7,2,7,7,7
349,0,4,7,7,0,7,7,7,1,6,7,7,1,7,7,7
350,0,4,7,7,0,7,7,7,0,7,7,7,0,7,7,7
351,0,5,7,7,0,7,7,7,0,7,7,7,0,7,7,7
352,0,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
353,0,6,7,7,0,7,7,7,1,7,7,7,0,7,7,7
354,0,7,7,7,0,7,7,7,0,7,7,7,2,7,7,7
355,1,7,7,7,0,7,7,7,0,7,7,7,0,7,7,7
356,1,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
357,0,4,7,7,0,7,7,7,0,7,7,7,0,7,7,7
358,0,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
359,0,7,7,7,0,7,7,7,0,7,7,7,1,7,7,7
360,1,7,7,7,1,6,7,7,0,7,7,7,2,7,7,7
361,2,6,7,7,0,7,7,7,0,7,7,7,2,7,7,7
362,2,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
363,2,6,6,7,0,7,7,7,0,7,7,7,0,7,7,7
364,0,6,7,7,0,7,7,7,0,7,7,7,0,7,7,7
365,0,7,7,7,0,6,7,7,1,7,7,7,0,7,7,7
366,2,6,7,7,5,5,7,7,2,7,7,7,4,7,7,7
367,4,5,6,7,1,7,7,7,2,7,7,7,2,6,7,7
368,4,6,7,7,2,6,7,7,0,7,7,7,2,6,7,7
369,4,5,6,7,1,5,7,7,2,7,7,7,4,6,7,7
370,4,5,6,7,1,6,7,7,0,6,7,7,0,7,7,7
371,2,5,7,7,1,5,7,7,1,7,7,7,1,7,7,7
372,0,6,7,7,2,7,7,7,2,6,7,7,5,7,7,7
373,2,7,7,7,2,7,7,7,4,7,7,7,4,6,7,7
374,0,7,7,7,2,6,7,7,2,7,7,7,2,7,7,7
375,2,6,7,7,1,6,7,7,2,7,7,7,2,7,7,7
376,0,6,7,7,1,5,7,7,1,7,7,7,2,7,7,7
377,2,6,7,7,1,7,7,7,1,7,7,7,2,7,7,7
378,2,5,7,7,0,5,7,7,4,7,7,7,4,5,7,7
379,1,5,7,7,4,6,7,7,2,6,7,7,2,7,7,7
380,0,5,7,7,0,7,7,7,0,6,7,7,2,6,7,7
381,2,6,7,7,1,6,7,7,1,6,7,7,1,7,7,7
382,0,5,7,7,0,5,7,7,0,6,7,7,2,7,7,7
383,1,5,7,7,0,6,7,7,1,6,7,7,1,7,7,7
384,0,5,7,7,2,5,7,7,3,7,7,7,2,6,7,7
385,1,6,7,7,2,7,7,7,4,7,7,7,4,7,7,7
386,0,5,7,7,0,7,7,7,4,7,7,7,1,6,7,7
387,0,5,7,7,1,7,7,7,1,6,7,7,2,7,7,7
388,0,4,7,7,0,7,7,7,2,7,7,7,2,5,7,7
389,1,5,7,7,1,6,7,7,1,7,7,7,1,7,7,7
390,2,7,7,7,1,5,7,7,5,7,7,7,4,7,7,7
391,2,5,7,7,2,6,7,7,2,6,7,7,4,7,7,7
392,2,5,7,7,0,6,7,7,1,7,7,7,3,6,7,7
393,1,6,7,7,1,7,7,7,1,7,7,7,2,7,7,7
394,2,5,6,7,0,6,7,7,2,7,7,7,2,7,7,7
395,4,6,7,7,1,7,7,7,1,7,7,7,0,7,7,7
396,4,5,6,7,2,5,7,7,3,6,7,7,5,6,7,7
397,4,6,6,7,2,7,7,7,2,6,7,7,2,7,7,7
398,0,6,7,7,0,6,7,7,0,7,7,7,2,6,7,7
399,1,5,7,7,2,7,7,7,0,6,7,7,5,7,7,7
400,0,7,7,7,0,7,7,7,2,7,7,7,2,6,7,7
401,1,6,7,7,1,7,7,7,1,7,7,7,2,7,7,7
402,0,6,7,7,2,6,7,7,4,7,7,7,4,6,7,7
403,0,6,7,7,2,6,7,7,3,6,7,7,4,7,7,7
404,2,7,7,7,2,6,7,7,2,7,7,7,3,7,7,7
405,2,6,6,7,0,6,7,7,2,6,7,7,2,7,7,7
