,3000_1m,3000_3m,3000_6m,3000_12m,4000_1m,4000_3m,4000_6m,4000_12m,5000_1m,5000_3m,5000_6m,5000_12m,6000_1m,6000_3m,6000_6m,6000_12m
141,4,6,6,7,7,8,7,7,5,6,6,7,7,7,7,7
142,5,6,8,7,5,6,7,7,5,6,6,7,6,6,6,7
143,5,6,7,7,5,7,7,7,5,7,7,7,5,7,7,7
144,5,6,7,7,6,6,6,7,6,7,7,7,8,8,7,7
145,4,7,7,7,6,7,7,7,6,7,6,7,7,8,7,7
146,5,6,6,7,5,7,7,7,5,7,7,7,6,7,7,7
147,4,7,7,7,5,7,7,7,5,6,7,7,5,8,7,7
148,2,6,7,7,5,6,6,7,5,6,7,7,5,7,7,7
149,5,6,7,7,5,7,7,7,5,6,7,7,5,7,7,7
150,4,6,6,7,5,6,7,7,5,6,7,7,6,7,7,7
151,4,6,6,7,5,6,7,7,5,7,7,7,5,6,7,7
152,4,6,7,7,7,7,7,7,5,7,6,7,8,8,7,7
153,1,6,6,7,5,6,7,7,4,7,7,7,6,7,7,7
154,2,6,7,7,5,7,7,7,5,6,6,7,5,7,7,7
155,3,6,6,7,5,6,7,7,4,6,7,7,5,7,7,7
156,2,6,6,7,4,6,7,7,5,6,6,7,6,7,7,7
157,2,7,6,7,5,7,6,7,5,6,7,7,4,8,7,7
158,4,7,6,7,4,6,6,7,5,6,7,7,4,8,7,7
159,2,6,6,7,5,6,6,7,5,6,6,7,5,7,7,7
160,4,6,6,7,7,8,7,7,5,6,6,7,7,8,7,7
161,1,6,7,7,5,6,7,7,4,7,7,7,6,7,7,7
162,2,7,6,7,5,6,6,7,4,6,6,7,7,8,7,7
163,2,6,6,7,4,7,7,7,6,7,7,7,4,6,7,7
164,1,6,6,7,5,6,7,7,5,7,6,7,5,6,7,7
165,2,6,7,7,5,6,7,7,3,6,6,7,5,6,7,7
166,1,6,6,7,4,6,7,7,5,6,7,7,4,7,7,7
167,1,6,6,7,5,6,7,7,3,7,6,7,4,7,7,7
168,2,6,5,7,5,6,6,7,7,6,7,7,7,7,7,7
169,0,7,6,7,2,6,7,7,5,6,6,7,5,7,7,7
170,2,6,6,7,2,6,6,7,4,6,6,7,5,6,7,7
171,2,6,5,7,4,6,5,7,4,6,6,7,2,7,7,7
172,2,6,5,7,4,5,5,7,4,6,6,7,5,7,7,7
173,0,6,5,7,4,6,5,7,2,6,6,7,5,6,7,7
174,3,6,5,7,4,6,6,7,5,6,6,7,2,6,7,7
175,2,6,5,7,4,5,6,7,0,6,6,7,4,6,6,7
176,6,6,7,7,5,6,7,7,5,5,7,7,6,6,7,7
177,5,6,7,7,5,6,7,7,5,6,7,7,6,6,7,7
178,5,6,7,7,5,6,7,7,5,7,7,7,6,7,7,7
179,2,6,7,7,4,6,7,7,5,6,7,7,5,7,7,7
180,4,6,7,7,5,7,7,7,5,6,7,7,5,6,7,7
181,4,6,7,7,5,6,7,7,5,7,6,7,5,6,7,7
182,4,6,7,7,5,6,6,7,6,6,7,7,5,6,7,7
183,2,6,7,7,5,6,7,7,5,7,7,7,4,6,7,7
184,5,6,7,7,6,6,7,7,5,7,7,7,6,7,7,7
185,5,6,6,7,5,5,7,7,5,5,7,7,6,5,7,7
186,4,6,7,7,5,6,6,7,5,6,7,7,6,6,7,7
187,4,6,7,7,5,6,7,7,5,7,7,7,6,5,7,7
188,5,6,7,7,5,6,7,7,5,6,7,7,6,6,7,7
189,4,6,6,7,5,6,7,7,5,6,7,7,5,6,7,7
190,5,7,7,7,5,6,7,7,5,6,7,7,5,6,7,7
191,4,6,7,7,4,6,7,7,5,6,7,7,6,6,7,7
192,5,6,7,7,6,5,7,7,5,5,7,7,6,5,7,7
193,4,6,6,7,5,6,7,7,5,5,7,7,6,6,7,7
194,4,6,7,7,5,6,7,7,5,5,7,7,5,6,7,7
195,4,6,7,7,5,6,7,7,5,7,7,7,5,6,7,7
196,5,6,7,7,5,6,7,7,5,6,7,7,6,6,7,7
197,5,6,7,7,5,6,7,7,5,5,7,7,5,5,7,7
198,5,7,7,7,5,5,7,7,5,7,7,7,6,7,7,7
199,4,6,7,7,5,6,7,7,5,5,7,7,5,5,7,7
200,5,6,7,7,6,6,7,7,5,5,6,7,6,6,7,7
201,5,6,7,7,5,6,7,7,5,6,7,7,5,5,7,7
202,5,6,7,7,5,6,5,7,5,6,7,7,6,6,7,7
203,4,5,7,7,5,6,7,7,2,5,7,7,5,7,7,7
204,4,6,7,7,5,6,7,7,5,6,7,7,6,5,7,7
205,4,6,7,7,5,6,7,7,5,6,7,7,5,5,7,7
206,4,6,6,7,5,5,7,7,5,6,7,7,5,6,7,7
207,2,6,7,7,5,6,7,7,5,5,7,7,5,5,7,7
208,5,6,7,7,5,6,7,7,5,6,7,7,5,7,7,7
209,4,6,7,7,5,5,6,7,5,6,7,7,6,5,7,7
210,4,6,7,7,5,6,7,7,5,6,7,7,5,6,7,7
211,5,6,6,7,5,6,7,7,5,6,7,7,5,7,7,7
212,5,6,6,7,5,6,7,7,5,7,7,7,5,5,7,7
213,4,6,7,7,5,6,7,7,5,5,6,7,5,5,7,7
214,4,6,6,7,5,6,6,7,5,6,7,7,5,7,7,7
215,2,6,7,7,2,6,7,7,5,6,7,7,5,6,7,7
216,6,7,7,7,6,6,7,7,6,6,7,7,6,6,7,7
217,6,6,7,7,5,5,7,7,5,6,7,7,5,6,7,7
218,5,6,7,7,5,5,7,7,5,6,7,7,5,7,7,7
219,5,7,7,7,6,6,7,7,6,6,7,7,5,6,7,7
220,5,6,7,7,5,5,7,7,5,6,7,7,5,5,7,7
221,4,6,6,7,5,6,7,7,5,7,7,7,6,6,7,7
222,5,7,7,7,5,6,7,7,5,6,7,7,6,6,7,7
223,4,6,6,7,5,6,6,7,5,5,7,7,5,5,7,7
224,6,6,7,7,8,6,7,7,7,5,7,7,7,6,7,7
225,6,5,7,7,6,5,5,7,6,6,7,7,6,5,7,7
226,6,6,6,7,6,6,6,7,6,5,7,7,6,5,7,7
227,5,6,7,7,6,6,6,7,6,5,6,7,6,5,7,7
228,6,6,7,7,6,5,7,7,6,5,7,7,6,5,7,7
229,5,5,7,7,6,6,6,7,6,5,6,7,6,5,7,7
230,3,6,7,7,6,6,7,7,6,5,7,7,6,6,7,7
231,5,6,6,7,6,5,6,7,6,6,7,7,6,5,7,7
232,6,5,7,7,6,5,7,7,8,7,7,7,7,6,7,7
233,3,5,6,7,6,5,7,7,6,5,7,7,6,5,7,7
234,6,6,6,7,6,5,6,7,7,5,7,7,6,6,7,7
235,5,6,6,7,6,5,6,7,6,5,7,7,6,5,7,7
236,6,6,6,7,6,5,6,7,5,6,7,7,6,5,7,7
237,5,5,7,7,6,5,7,7,6,5,7,7,6,5,7,7
238,6,6,7,7,6,6,7,7,6,5,7,7,6,5,7,7
239,5,6,6,7,5,5,6,7,6,5,7,7,6,6,7,7
240,7,7,7,7,6,6,7,7,7,6,7,7,8,7,7,7
241,6,5,6,7,6,5,7,7,6,5,7,7,6,5,7,7
242,6,6,5,7,6,5,7,7,6,5,6,7,6,6,6,7
243,6,5,5,7,6,6,7,7,6,5,6,7,6,6,7,7
244,6,6,6,7,7,6,6,7,6,5,6,7,6,5,7,7
245,6,6,6,7,6,5,6,7,6,5,7,7,6,5,7,7
246,6,6,5,7,6,5,5,7,6,5,7,7,6,5,7,7
247,6,5,6,7,6,6,6,7,6,5,6,7,6,5,7,7
248,6,7,7,7,8,6,7,7,8,6,7,7,7,6,7,7
249,6,6,6,7,6,5,6,7,6,5,7,7,6,5,7,7
250,6,6,5,7,6,5,6,7,7,6,6,7,7,5,7,7
251,6,7,6,7,6,5,6,7,6,6,6,7,6,6,7,7
252,5,6,6,7,6,6,6,7,6,5,7,7,7,5,7,7
253,5,6,5,7,4,5,6,7,6,5,6,7,6,6,7,7
254,5,6,7,7,6,5,6,7,5,5,7,7,6,5,7,7
255,6,5,6,7,5,5,6,7,6,5,6,7,6,5,7,7
256,8,8,7,7,8,6,7,7,8,7,7,7,8,7,7,7
257,8,8,7,7,8,6,7,7,7,8,7,7,7,7,7,7
258,8,7,7,7,8,8,7,7,8,7,7,7,8,7,7,7
259,8,8,7,7,7,6,7,7,8,6,7,7,8,6,7,7
260,8,8,7,7,7,6,7,7,7,6,7,7,7,6,7,7
261,7,7,7,7,8,5,7,7,7,6,6,7,7,5,7,7
262,7,8,7,7,8,7,7,7,8,8,7,7,8,8,7,7
263,7,6,7,7,6,6,7,7,6,6,7,7,8,7,7,7
264,8,8,7,7,8,8,7,7,8,7,7,7,8,7,7,7
265,8,7,7,7,8,6,7,7,7,6,7,7,8,7,7,7
266,7,6,6,7,7,6,7,7,8,7,7,7,7,6,7,7
267,7,6,7,7,7,6,5,7,6,6,7,7,6,7,7,7
268,6,6,6,7,7,7,6,7,8,7,7,7,7,6,7,7
269,7,6,7,7,8,7,7,7,7,8,7,7,7,6,7,7
270,7,7,7,7,7,6,7,7,7,5,7,7,6,5,7,7
