,3000_1m,4000_1m,5000_1m,6000_1m,3000_3m,4000_3m,5000_3m,6000_3m,3000_6m,4000_6m,5000_6m,6000_6m,3000_12m,4000_12m,5000_12m,6000_12m
324,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7
325,3,2,5,5,7,6,6,7,7,7,7,7,7,7,7,7
326,6,4,5,5,7,6,7,7,7,7,7,7,7,7,7,7
327,2,5,5,5,6,7,6,7,7,7,7,7,7,7,7,7
328,6,5,6,5,7,7,7,7,7,7,7,7,7,7,7,7
329,6,2,5,5,6,6,6,7,7,7,7,7,7,7,7,7
330,4,5,5,3,5,7,6,6,7,7,7,7,7,7,7,7
331,4,2,4,5,5,5,7,6,7,7,7,7,7,7,7,7
332,3,4,4,5,6,5,6,6,7,7,7,7,7,7,7,7
333,3,5,4,5,6,6,5,7,7,7,7,7,7,7,7,7
334,3,4,5,5,5,6,6,7,7,7,7,7,7,7,7,7
335,2,4,4,4,5,5,5,7,7,7,7,7,7,7,7,7
336,5,5,6,6,6,5,7,7,7,7,7,7,7,7,7,7
337,3,3,5,5,6,6,7,7,7,7,7,7,7,7,7,7
338,4,4,5,5,6,5,7,7,7,7,7,7,7,7,7,7
339,2,3,4,5,6,6,7,7,7,7,7,7,7,7,7,7
340,2,5,5,5,5,5,6,7,7,7,7,7,7,7,7,7
341,2,2,4,5,5,5,6,7,7,7,7,7,7,7,7,7
342,2,4,5,5,5,6,5,7,7,7,7,7,7,7,7,7
343,2,4,4,4,6,5,6,6,7,7,7,7,7,7,7,7
344,6,4,5,5,7,6,6,7,7,7,7,7,7,7,7,7
345,2,2,4,5,7,6,7,7,7,7,7,7,7,7,7,7
346,3,4,4,5,6,7,6,7,7,7,7,7,7,7,7,7
347,2,2,4,2,6,6,7,6,7,7,7,7,7,7,7,7
348,4,5,5,4,6,6,6,7,7,7,7,7,7,7,7,7
349,2,4,5,5,5,7,7,7,7,7,7,7,7,7,7,7
350,2,2,2,5,5,5,6,7,7,7,7,7,7,7,7,7
351,2,2,2,5,5,6,6,6,7,7,7,7,7,7,7,7
352,4,4,5,5,6,5,7,6,7,7,7,7,7,7,7,7
353,2,4,5,5,5,6,7,7,7,7,7,7,7,7,7,7
354,2,0,5,5,6,6,7,7,7,7,7,7,7,7,7,7
355,2,2,2,5,6,5,7,7,7,7,7,7,7,7,7,7
356,2,2,4,5,5,6,6,7,7,7,7,7,7,7,7,7
357,3,1,4,2,5,5,5,6,7,7,7,7,7,7,7,7
358,2,2,4,5,6,6,6,7,7,7,7,7,7,7,7,7
359,3,1,2,3,5,6,5,7,7,7,7,7,7,7,7,7
360,4,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7
361,2,1,6,4,6,6,7,7,7,7,7,7,7,7,7,7
362,2,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7
363,2,2,4,5,6,6,7,7,7,7,7,7,7,7,7,7
364,2,1,4,6,5,7,7,7,7,7,7,7,7,7,7,7
365,2,1,4,2,7,6,6,7,7,7,7,7,7,7,7,7
366,1,5,4,6,6,6,6,7,7,7,7,7,7,7,7,7
367,1,1,4,6,7,7,7,7,7,7,7,7,7,7,7,7
368,4,6,6,5,6,6,6,7,7,7,7,7,7,7,7,7
369,4,2,4,4,5,5,7,6,7,7,7,7,7,7,7,7
370,4,2,5,5,5,6,6,7,7,7,7,7,7,7,7,7
371,1,1,2,4,5,6,7,7,7,7,7,7,7,7,7,7
372,1,1,5,5,5,5,6,7,7,7,7,7,7,7,7,7
373,2,1,4,5,6,5,6,6,7,7,7,7,7,7,7,7
374,2,2,2,6,6,6,6,7,7,7,7,7,7,7,7,7
375,2,0,4,4,6,7,6,7,7,7,7,7,7,7,7,7
376,4,4,6,6,7,6,7,7,7,7,7,7,7,7,7,7
377,1,2,4,6,5,6,7,7,7,7,7,7,7,7,7,7
378,2,2,4,4,6,7,7,5,7,7,7,7,7,7,7,7
379,0,2,4,4,6,7,7,7,7,7,7,7,7,7,7,7
380,2,2,4,5,6,7,6,7,7,7,7,7,7,7,7,7
381,0,4,4,5,5,7,7,7,7,7,7,7,7,7,7,7
382,1,1,2,5,7,7,7,7,7,7,7,7,7,7,7,7
383,1,1,4,2,7,6,7,7,7,7,7,7,7,7,7,7
384,4,4,6,6,7,7,7,7,7,7,7,7,7,7,7,7
385,1,2,6,3,6,7,6,7,7,7,7,7,7,7,7,7
386,1,2,6,4,6,7,7,7,7,7,7,7,7,7,7,7
387,0,0,2,4,6,6,6,7,7,7,7,7,7,7,7,7
388,1,2,1,5,5,7,6,7,7,7,7,7,7,7,7,7
389,0,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7
390,1,2,5,4,7,7,7,7,7,7,7,7,7,7,7,7
391,0,1,4,5,7,7,6,6,7,7,7,7,7,7,7,7
392,4,4,7,6,7,6,7,7,7,7,7,7,7,7,7,7
393,1,2,5,4,6,7,7,7,7,7,7,7,7,7,7,7
394,4,2,5,5,7,7,7,7,7,7,7,7,7,7,7,7
395,4,1,5,4,6,6,7,7,7,7,7,7,7,7,7,7
396,1,4,5,4,6,7,7,7,7,7,7,7,7,7,7,7
397,0,2,1,4,6,7,7,7,7,7,7,7,7,7,7,7
398,1,2,5,4,5,7,7,7,7,7,7,7,7,7,7,7
399,0,2,3,2,5,7,7,7,7,7,7,7,7,7,7,7
